SampID,Organism,Batch,Compound,Area,min.area.flag,blk.flag
211221_Smp_7803_F,7803,Cyano,Proline betaine,336516,NA,NA
211221_Smp_8501_B,WH8501,Cyano,Proline betaine,6567694,NA,NA
211221_Smp_8501_C,WH8501,Cyano,Proline betaine,10552407,NA,NA
211221_Smp_8501_D,WH8501,Cyano,Proline betaine,8152022,NA,NA
211221_Smp_7803_B,7803,Cyano,Sarcosine,114502,NA,NA
211221_Smp_7803_F,7803,Cyano,Sarcosine,900340,NA,NA
211221_Smp_8102_A,8102,Cyano,Sarcosine,1348570,NA,NA
211221_Smp_8102_F,8102,Cyano,Sarcosine,6736445,NA,NA
211221_Smp_As9601_A,As9601,Cyano,Sarcosine,817970,NA,NA
211221_Smp_As9601_C,As9601,Cyano,Sarcosine,4894247,NA,NA
211221_Smp_MED4_D,MED4,Cyano,Sarcosine,4465375,NA,NA
211221_Smp_MED4_E,MED4,Cyano,Sarcosine,7789784,NA,NA
211221_Smp_MED4_F,MED4,Cyano,Sarcosine,5961664,NA,NA
211221_Smp_7803_B,7803,Cyano,Trigonelline,1829295,NA,NA
211221_Smp_7803_F,7803,Cyano,Trigonelline,1603141,NA,NA
211221_Smp_8102_A,8102,Cyano,Trigonelline,1472175,NA,NA
211221_Smp_8102_F,8102,Cyano,Trigonelline,68465936,NA,NA
211221_Smp_8501_B,WH8501,Cyano,Trigonelline,449612,NA,NA
211221_Smp_8501_C,WH8501,Cyano,Trigonelline,389405,NA,NA
211221_Smp_MED4_D,MED4,Cyano,Trigonelline,130729,NA,NA
211221_Smp_8501_C,WH8501,Cyano,Homoserine Betaine (tentative),333214,NA,NA
211221_Smp_8501_D,WH8501,Cyano,Homoserine Betaine (tentative),198083,NA,NA
211221_Smp_1314P_A,1314P,Cyano,Taurine,156624,NA,NA
211221_Smp_As9601_A,As9601,Cyano,Taurine,192654,NA,NA
211221_Smp_As9601_C,As9601,Cyano,Taurine,112333,NA,NA
211221_Smp_Nat_A,NATL2A,Cyano,Isethionic acid,1267257,NA,NA
211221_Smp_Nat_B,NATL2A,Cyano,Isethionic acid,1355425,NA,NA
211221_Smp_Nat_C,NATL2A,Cyano,Isethionic acid,1055744,NA,NA
211221_Smp_7803_F,7803,Cyano,"(R)-2,3-Dihydroxypropane-1-sulfonate",112957,NA,NA
211221_Smp_7803_B,7803,Cyano,L-Cysteic acid,1940609,NA,NA
211221_Smp_7803_F,7803,Cyano,L-Cysteic acid,3640658,NA,NA
211221_Smp_MED4_E,MED4,Cyano,L-Cysteic acid,111962,NA,NA
211221_Smp_1314P_A,1314P,Cyano,Sucrose,104793272,NA,NA
211221_Smp_1314P_B,1314P,Cyano,Sucrose,87673464,NA,NA
211221_Smp_1314P_C,1314P,Cyano,Sucrose,107193360,NA,NA
211221_Smp_7803_B,7803,Cyano,Sucrose,4415428096,NA,NA
211221_Smp_7803_F,7803,Cyano,Sucrose,5207544832,NA,NA
211221_Smp_8501_B,WH8501,Cyano,Sucrose,557406,NA,NA
211221_Smp_As9601_A,As9601,Cyano,Sucrose,330103328,NA,NA
211221_Smp_As9601_B,As9601,Cyano,Sucrose,313358368,NA,NA
211221_Smp_As9601_C,As9601,Cyano,Sucrose,300872000,NA,NA
211221_Smp_MED4_D,MED4,Cyano,Sucrose,341610656,NA,NA
211221_Smp_MED4_E,MED4,Cyano,Sucrose,497534944,NA,NA
211221_Smp_MED4_F,MED4,Cyano,Sucrose,381630176,NA,NA
211221_Smp_Nat_A,NATL2A,Cyano,Sucrose,201098352,NA,NA
211221_Smp_Nat_B,NATL2A,Cyano,Sucrose,182479488,NA,NA
211221_Smp_Nat_C,NATL2A,Cyano,Sucrose,193804256,NA,NA
211221_Smp_7803_B,7803,Cyano,Trehalose,3004280,NA,NA
211221_Smp_7803_F,7803,Cyano,Trehalose,5879845,NA,NA
211221_Smp_8501_B,WH8501,Cyano,Trehalose,803061632,NA,NA
211221_Smp_8501_C,WH8501,Cyano,Trehalose,2038937856,NA,NA
211221_Smp_8501_D,WH8501,Cyano,Trehalose,1422582912,NA,NA
211221_Smp_As9601_A,As9601,Cyano,Trehalose,473523,NA,NA
211221_Smp_As9601_C,As9601,Cyano,Trehalose,150884,NA,NA
211221_Smp_MED4_D,MED4,Cyano,Trehalose,866652,NA,NA
211221_Smp_MED4_E,MED4,Cyano,Trehalose,128350,NA,NA
211221_Smp_MED4_F,MED4,Cyano,Trehalose,357877,NA,NA
211215_Smp_Cy_A,Cy,Diatom,(3-Carboxypropyl)trimethylammonium,30413364,NA,NA
211215_Smp_Cy_B,Cy,Diatom,(3-Carboxypropyl)trimethylammonium,26791050,NA,NA
211215_Smp_Cy_C,Cy,Diatom,(3-Carboxypropyl)trimethylammonium,29787342,NA,NA
211215_Smp_Fc_A,Fc,Diatom,(3-Carboxypropyl)trimethylammonium,16228181,NA,NA
211215_Smp_Fc_B,Fc,Diatom,(3-Carboxypropyl)trimethylammonium,18132832,NA,NA
211215_Smp_Fc_C,Fc,Diatom,(3-Carboxypropyl)trimethylammonium,15349028,NA,NA
211215_Smp_Np_A,Np,Diatom,(3-Carboxypropyl)trimethylammonium,8715383,NA,NA
211215_Smp_Np_C,Np,Diatom,(3-Carboxypropyl)trimethylammonium,4104745,NA,NA
211215_Smp_Np_F,Np,Diatom,(3-Carboxypropyl)trimethylammonium,7018799,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,(3-Carboxypropyl)trimethylammonium,2735708928,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,(3-Carboxypropyl)trimethylammonium,3561054976,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,(3-Carboxypropyl)trimethylammonium,2282535424,NA,NA
211215_Smp_Pt_C,Pt,Diatom,(3-Carboxypropyl)trimethylammonium,177456912,NA,NA
211215_Smp_Pt_F,Pt,Diatom,(3-Carboxypropyl)trimethylammonium,152716128,NA,NA
211215_Smp_To_A,To,Diatom,(3-Carboxypropyl)trimethylammonium,62179672,NA,NA
211215_Smp_To_B,To,Diatom,(3-Carboxypropyl)trimethylammonium,62427968,NA,NA
211215_Smp_To_C,To,Diatom,(3-Carboxypropyl)trimethylammonium,31946802,NA,NA
211215_Smp_Tp_A,Tp,Diatom,(3-Carboxypropyl)trimethylammonium,40998584,NA,NA
211215_Smp_Tp_E,Tp,Diatom,(3-Carboxypropyl)trimethylammonium,32821454,NA,NA
211215_Smp_Tp_F,Tp,Diatom,(3-Carboxypropyl)trimethylammonium,37519692,NA,NA
211215_Smp_Cy_A,Cy,Diatom,2-O-alpha-D-Glucosylglycerol,3934799,NA,NA
211215_Smp_Cy_B,Cy,Diatom,2-O-alpha-D-Glucosylglycerol,2528251,NA,NA
211215_Smp_Cy_C,Cy,Diatom,2-O-alpha-D-Glucosylglycerol,3460948,NA,NA
211215_Smp_Fc_A,Fc,Diatom,2-O-alpha-D-Glucosylglycerol,440854,NA,NA
211215_Smp_Fc_B,Fc,Diatom,2-O-alpha-D-Glucosylglycerol,486236,NA,NA
211215_Smp_Fc_C,Fc,Diatom,2-O-alpha-D-Glucosylglycerol,910886,NA,NA
211215_Smp_Np_A,Np,Diatom,2-O-alpha-D-Glucosylglycerol,8525763,NA,NA
211215_Smp_Np_C,Np,Diatom,2-O-alpha-D-Glucosylglycerol,6438840,NA,NA
211215_Smp_Np_F,Np,Diatom,2-O-alpha-D-Glucosylglycerol,8947292,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,2-O-alpha-D-Glucosylglycerol,26957204,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,2-O-alpha-D-Glucosylglycerol,19839326,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,2-O-alpha-D-Glucosylglycerol,11205056,NA,NA
211215_Smp_Pt_C,Pt,Diatom,2-O-alpha-D-Glucosylglycerol,5213860,NA,NA
211215_Smp_Pt_F,Pt,Diatom,2-O-alpha-D-Glucosylglycerol,28256026,NA,NA
211215_Smp_To_A,To,Diatom,2-O-alpha-D-Glucosylglycerol,718474,NA,NA
211215_Smp_To_B,To,Diatom,2-O-alpha-D-Glucosylglycerol,1091776,NA,NA
211215_Smp_Tp_A,Tp,Diatom,2-O-alpha-D-Glucosylglycerol,1510875,NA,NA
211215_Smp_Cy_A,Cy,Diatom,beta-Alanine,8168675,NA,NA
211215_Smp_Cy_B,Cy,Diatom,beta-Alanine,9144604,NA,NA
211215_Smp_Cy_C,Cy,Diatom,beta-Alanine,12627450,NA,NA
211215_Smp_Fc_A,Fc,Diatom,beta-Alanine,553114,NA,NA
211215_Smp_Fc_B,Fc,Diatom,beta-Alanine,165332,NA,NA
211215_Smp_Fc_C,Fc,Diatom,beta-Alanine,578216,NA,NA
211215_Smp_Np_A,Np,Diatom,beta-Alanine,2714835,NA,NA
211215_Smp_Np_C,Np,Diatom,beta-Alanine,3479591,NA,NA
211215_Smp_Np_F,Np,Diatom,beta-Alanine,3278146,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,beta-Alanine,12443302,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,beta-Alanine,8705577,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,beta-Alanine,5491875,NA,NA
211215_Smp_Pt_C,Pt,Diatom,beta-Alanine,31900068,NA,NA
211215_Smp_Pt_F,Pt,Diatom,beta-Alanine,40797548,NA,NA
211215_Smp_To_A,To,Diatom,beta-Alanine,6376541,NA,NA
211215_Smp_To_B,To,Diatom,beta-Alanine,2109676,NA,NA
211215_Smp_To_C,To,Diatom,beta-Alanine,2195145,NA,NA
211215_Smp_Tp_A,Tp,Diatom,beta-Alanine,4290836,NA,NA
211215_Smp_Tp_E,Tp,Diatom,beta-Alanine,1515907,NA,NA
211215_Smp_Tp_F,Tp,Diatom,beta-Alanine,725965,NA,NA
211215_Smp_Cy_A,Cy,Diatom,beta-Alaninebetaine,11764466,NA,NA
211215_Smp_Cy_B,Cy,Diatom,beta-Alaninebetaine,9971075,NA,NA
211215_Smp_Cy_C,Cy,Diatom,beta-Alaninebetaine,11936727,NA,NA
211215_Smp_Np_C,Np,Diatom,beta-Alaninebetaine,579302,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,beta-Alaninebetaine,290905,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,beta-Alaninebetaine,119132,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,beta-Alaninebetaine,180605,NA,NA
211215_Smp_Pt_C,Pt,Diatom,beta-Alaninebetaine,625918,NA,NA
211215_Smp_To_A,To,Diatom,beta-Alaninebetaine,100901,NA,NA
211215_Smp_To_C,To,Diatom,beta-Alaninebetaine,129612,NA,NA
211215_Smp_Tp_A,Tp,Diatom,beta-Alaninebetaine,7823571,NA,NA
211215_Smp_Tp_E,Tp,Diatom,beta-Alaninebetaine,4520384,NA,NA
211215_Smp_Tp_F,Tp,Diatom,beta-Alaninebetaine,5263190,NA,NA
211215_Smp_Cy_A,Cy,Diatom,beta-Glutamic acid,12794182,NA,NA
211215_Smp_Cy_B,Cy,Diatom,beta-Glutamic acid,5720966,NA,NA
211215_Smp_Cy_C,Cy,Diatom,beta-Glutamic acid,21080190,NA,NA
211215_Smp_Fc_A,Fc,Diatom,beta-Glutamic acid,2870522,NA,NA
211215_Smp_Fc_B,Fc,Diatom,beta-Glutamic acid,2211309,NA,NA
211215_Smp_Fc_C,Fc,Diatom,beta-Glutamic acid,2765594,NA,NA
211215_Smp_Pt_C,Pt,Diatom,beta-Glutamic acid,222842352,NA,NA
211215_Smp_Pt_F,Pt,Diatom,beta-Glutamic acid,367751712,NA,NA
211215_Smp_To_C,To,Diatom,beta-Glutamic acid,464366,NA,NA
211215_Smp_Tp_A,Tp,Diatom,beta-Glutamic acid,2697835,NA,NA
211215_Smp_Tp_E,Tp,Diatom,beta-Glutamic acid,301635,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Betonicine,4578309,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Betonicine,5329917,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Betonicine,3465305,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Betonicine,28086876,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Betonicine,25237876,NA,NA
211215_Smp_To_A,To,Diatom,Betonicine,123071,NA,NA
211215_Smp_To_B,To,Diatom,Betonicine,407445,NA,NA
211215_Smp_To_C,To,Diatom,Betonicine,400618,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Carnitine,375942144,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Carnitine,145498624,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Carnitine,352524704,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Carnitine,46265556,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Carnitine,50648644,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Carnitine,9457932,NA,NA
211215_Smp_Np_A,Np,Diatom,Carnitine,216091904,NA,NA
211215_Smp_Np_C,Np,Diatom,Carnitine,206978464,NA,NA
211215_Smp_Np_F,Np,Diatom,Carnitine,169787664,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Carnitine,682730624,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Carnitine,874368704,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Carnitine,590539520,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Carnitine,572746752,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Carnitine,501194944,NA,NA
211215_Smp_To_A,To,Diatom,Carnitine,1062622080,NA,NA
211215_Smp_To_B,To,Diatom,Carnitine,984018560,NA,NA
211215_Smp_To_C,To,Diatom,Carnitine,549344192,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Carnitine,626718016,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Carnitine,408991552,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Carnitine,440845568,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Dimethylsulfonioacetate,43475612,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Dimethylsulfonioacetate,36717196,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Dimethylsulfonioacetate,51551808,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Dimethylsulfonioacetate,697698,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Dimethylsulfonioacetate,862136,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Dimethylsulfonioacetate,345736,NA,NA
211215_Smp_To_A,To,Diatom,Dimethylsulfonioacetate,100055,NA,NA
211215_Smp_To_B,To,Diatom,Dimethylsulfonioacetate,794618,NA,NA
211215_Smp_To_C,To,Diatom,Dimethylsulfonioacetate,714535,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Dimethylsulfonioacetate,769775,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Dimethylsulfonioacetate,504273,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Dimethylsulfonioacetate,555352,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Dimethylsulfoniopropionate,50977869824,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Dimethylsulfoniopropionate,43698958336,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Dimethylsulfoniopropionate,50909278208,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Dimethylsulfoniopropionate,15987819520,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Dimethylsulfoniopropionate,16926451712,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Dimethylsulfoniopropionate,14714609664,NA,NA
211215_Smp_Np_A,Np,Diatom,Dimethylsulfoniopropionate,1264736,NA,NA
211215_Smp_Np_C,Np,Diatom,Dimethylsulfoniopropionate,151984,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Dimethylsulfoniopropionate,726709952,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Dimethylsulfoniopropionate,809906432,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Dimethylsulfoniopropionate,543829952,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Dimethylsulfoniopropionate,16185366528,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Dimethylsulfoniopropionate,11604172800,NA,NA
211215_Smp_To_A,To,Diatom,Dimethylsulfoniopropionate,993385792,NA,NA
211215_Smp_To_B,To,Diatom,Dimethylsulfoniopropionate,1053760448,NA,NA
211215_Smp_To_C,To,Diatom,Dimethylsulfoniopropionate,856118592,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Dimethylsulfoniopropionate,4085111552,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Dimethylsulfoniopropionate,2338236160,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Dimethylsulfoniopropionate,2778877696,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Ectoine,9212885,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Ectoine,6038817,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Ectoine,11502267,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Ectoine,135851,NA,NA
211215_Smp_Np_A,Np,Diatom,Ectoine,415563,NA,NA
211215_Smp_Np_C,Np,Diatom,Ectoine,1333618,NA,NA
211215_Smp_Np_F,Np,Diatom,Ectoine,1574772,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Ectoine,4854148,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Ectoine,4866149,NA,NA
211215_Smp_To_A,To,Diatom,Ectoine,8205028,NA,NA
211215_Smp_To_B,To,Diatom,Ectoine,5907741,NA,NA
211215_Smp_To_C,To,Diatom,Ectoine,227707,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Ectoine,304257,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Ectoine,383729,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Ectoine,186128,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Glycine betaine,54456856576,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Glycine betaine,45915512832,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Glycine betaine,53194207232,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Glycine betaine,19285016576,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Glycine betaine,20149667840,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Glycine betaine,17895311360,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Glycine betaine,8050200576,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Glycine betaine,9645495296,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Glycine betaine,6130478592,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Glycine betaine,75324473344,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Glycine betaine,67542069248,NA,NA
211215_Smp_To_A,To,Diatom,Glycine betaine,16890181632,NA,NA
211215_Smp_To_B,To,Diatom,Glycine betaine,17222750208,NA,NA
211215_Smp_To_C,To,Diatom,Glycine betaine,16387003392,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Glycine betaine,45504282624,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Glycine betaine,36474576896,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Glycine betaine,38890016768,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Homarine,29067038720,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Homarine,24947228672,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Homarine,28143636480,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Homarine,14911909888,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Homarine,16373026816,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Homarine,14532635648,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Homarine,887580544,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Homarine,965469888,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Homarine,708905600,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Homarine,487894,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Homarine,360106,NA,NA
211215_Smp_To_A,To,Diatom,Homarine,499283360,NA,NA
211215_Smp_To_B,To,Diatom,Homarine,547452096,NA,NA
211215_Smp_To_C,To,Diatom,Homarine,598787392,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Homarine,6833534464,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Homarine,3401115392,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Homarine,4138140416,NA,NA
211215_Smp_Cy_A,Cy,Diatom,Hydroxyisoleucine,6266809,NA,NA
211215_Smp_Cy_B,Cy,Diatom,Hydroxyisoleucine,5366515,NA,NA
211215_Smp_Cy_C,Cy,Diatom,Hydroxyisoleucine,8827639,NA,NA
211215_Smp_Fc_A,Fc,Diatom,Hydroxyisoleucine,2477741,NA,NA
211215_Smp_Fc_B,Fc,Diatom,Hydroxyisoleucine,2895016,NA,NA
211215_Smp_Fc_C,Fc,Diatom,Hydroxyisoleucine,2266278,NA,NA
211215_Smp_Np_A,Np,Diatom,Hydroxyisoleucine,423769,NA,NA
211215_Smp_Np_C,Np,Diatom,Hydroxyisoleucine,1515787,NA,NA
211215_Smp_Np_F,Np,Diatom,Hydroxyisoleucine,384064,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,Hydroxyisoleucine,1620183,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,Hydroxyisoleucine,1404938,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,Hydroxyisoleucine,804224,NA,NA
211215_Smp_Pt_C,Pt,Diatom,Hydroxyisoleucine,14842425,NA,NA
211215_Smp_Pt_F,Pt,Diatom,Hydroxyisoleucine,16519961,NA,NA
211215_Smp_To_A,To,Diatom,Hydroxyisoleucine,6522816,NA,NA
211215_Smp_To_B,To,Diatom,Hydroxyisoleucine,8195618,NA,NA
211215_Smp_To_C,To,Diatom,Hydroxyisoleucine,8123774,NA,NA
211215_Smp_Tp_A,Tp,Diatom,Hydroxyisoleucine,8015954,NA,NA
211215_Smp_Tp_E,Tp,Diatom,Hydroxyisoleucine,5660999,NA,NA
211215_Smp_Tp_F,Tp,Diatom,Hydroxyisoleucine,4842584,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Alanine,87430528,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Alanine,72913288,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Alanine,93484016,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Alanine,94427488,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Alanine,104552632,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Alanine,83372424,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Alanine,96639288,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Alanine,113000960,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Alanine,99655904,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Alanine,10672773,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Alanine,6576034,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Alanine,4109245,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Alanine,267791952,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Alanine,312671008,NA,NA
211215_Smp_To_A,To,Diatom,L-Alanine,196702368,NA,NA
211215_Smp_To_B,To,Diatom,L-Alanine,194703712,NA,NA
211215_Smp_To_C,To,Diatom,L-Alanine,197367200,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Alanine,84000392,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Alanine,39573548,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Alanine,34601428,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Arginine,1581273984,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Arginine,864765952,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Arginine,1462248576,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Arginine,729904448,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Arginine,877202112,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Arginine,692743168,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Arginine,3712097280,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Arginine,3669996544,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Arginine,4100026112,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Arginine,17169122,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Arginine,18795908,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Arginine,11210509,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Arginine,2166386688,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Arginine,1245485184,NA,NA
211215_Smp_To_A,To,Diatom,L-Arginine,173436512,NA,NA
211215_Smp_To_B,To,Diatom,L-Arginine,178615472,NA,NA
211215_Smp_To_C,To,Diatom,L-Arginine,189490336,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Arginine,782327680,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Arginine,399085536,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Arginine,412381472,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Asparagine,62111152,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Asparagine,48170296,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Asparagine,80291352,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Asparagine,24243830,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Asparagine,28252466,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Asparagine,24007200,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Asparagine,78672496,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Asparagine,123678840,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Asparagine,78891464,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Asparagine,3085818,NA,NA
211215_Smp_Pc55x_B,Pc55x,Diatom,L-Asparagine,2569627,NA,NA
211215_Smp_Pc55x_C,Pc55x,Diatom,L-Asparagine,1314553,NA,NA
211215_Smp_Pt_C,Pt,Diatom,L-Asparagine,212111792,NA,NA
211215_Smp_Pt_F,Pt,Diatom,L-Asparagine,215243104,NA,NA
211215_Smp_To_A,To,Diatom,L-Asparagine,91110512,NA,NA
211215_Smp_To_B,To,Diatom,L-Asparagine,94691200,NA,NA
211215_Smp_To_C,To,Diatom,L-Asparagine,96066192,NA,NA
211215_Smp_Tp_A,Tp,Diatom,L-Asparagine,79217504,NA,NA
211215_Smp_Tp_E,Tp,Diatom,L-Asparagine,42094176,NA,NA
211215_Smp_Tp_F,Tp,Diatom,L-Asparagine,42576820,NA,NA
211215_Smp_Cy_A,Cy,Diatom,L-Aspartic acid,127658640,NA,NA
211215_Smp_Cy_B,Cy,Diatom,L-Aspartic acid,77528560,NA,NA
211215_Smp_Cy_C,Cy,Diatom,L-Aspartic acid,138649232,NA,NA
211215_Smp_Fc_A,Fc,Diatom,L-Aspartic acid,41347016,NA,NA
211215_Smp_Fc_B,Fc,Diatom,L-Aspartic acid,50284904,NA,NA
211215_Smp_Fc_C,Fc,Diatom,L-Aspartic acid,40148884,NA,NA
211215_Smp_Np_A,Np,Diatom,L-Aspartic acid,120010128,NA,NA
211215_Smp_Np_C,Np,Diatom,L-Aspartic acid,185731392,NA,NA
211215_Smp_Np_F,Np,Diatom,L-Aspartic acid,113878736,NA,NA
211215_Smp_Pc55x_A,Pc55x,Diatom,L-Aspartic acid,13649799,NA,NA
