SampID,Organism,Batch,Compound,Area,min.area.flag,blk.flag
211218_Smp_1771_C,1771,Dino_Green,Taurine,5419243,NA,NA
211218_Smp_2021_A,2021,Dino_Green,Taurine,114727768,NA,NA
211218_Smp_2021_B,2021,Dino_Green,Taurine,153768032,NA,NA
211218_Smp_2021_C,2021,Dino_Green,Taurine,49915008,NA,NA
211218_Smp_3430_A,3430,Dino_Green,Taurine,442977344,NA,NA
211218_Smp_3430_B,3430,Dino_Green,Taurine,429299456,NA,NA
211218_Smp_3430_C,3430,Dino_Green,Taurine,452706464,NA,NA
211218_Smp_449_A,449,Dino_Green,Isethionic acid,1353117,NA,NA
211218_Smp_449_B,449,Dino_Green,Isethionic acid,999582,NA,NA
211218_Smp_449_C,449,Dino_Green,Isethionic acid,1231581,NA,NA
211218_Smp_1545_A,1545,Dino_Green,Isethionic acid,135369472,NA,NA
211218_Smp_1545_B,1545,Dino_Green,Isethionic acid,171855824,NA,NA
211218_Smp_1545_C,1545,Dino_Green,Isethionic acid,202983056,NA,NA
211218_Smp_2021_B,2021,Dino_Green,Isethionic acid,3423955,NA,NA
211218_Smp_2021_C,2021,Dino_Green,Isethionic acid,2804941,NA,NA
211218_Smp_3430_B,3430,Dino_Green,Isethionic acid,3923560,NA,NA
211218_Smp_449_A,449,Dino_Green,Trehalose,5077214,NA,NA
211218_Smp_449_B,449,Dino_Green,Trehalose,4482716,NA,NA
211218_Smp_449_C,449,Dino_Green,Trehalose,4340143,NA,NA
211218_Smp_1545_A,1545,Dino_Green,Trehalose,221929,NA,NA
211218_Smp_2021_A,2021,Dino_Green,Trehalose,12655116,NA,NA
211218_Smp_2021_B,2021,Dino_Green,Trehalose,15471151,NA,NA
211218_Smp_2021_C,2021,Dino_Green,Trehalose,6470067,NA,NA
211218_Smp_3430_A,3430,Dino_Green,Trehalose,15442840,NA,NA
211218_Smp_3430_B,3430,Dino_Green,Trehalose,15012896,NA,NA
211218_Smp_3430_C,3430,Dino_Green,Trehalose,16687581,NA,NA
220104_Smp_116-1_A,116,Haptophyte,(3-Carboxypropyl)trimethylammonium,1476152,NA,NA
220104_Smp_116-1_B,116,Haptophyte,(3-Carboxypropyl)trimethylammonium,1664163,NA,NA
220104_Smp_116-1_C,116,Haptophyte,(3-Carboxypropyl)trimethylammonium,1453703,NA,NA
220104_Smp_371_A,371,Haptophyte,(3-Carboxypropyl)trimethylammonium,2367207,NA,NA
220104_Smp_371_B,371,Haptophyte,(3-Carboxypropyl)trimethylammonium,3077070,NA,NA
220104_Smp_371_C,371,Haptophyte,(3-Carboxypropyl)trimethylammonium,1639259,NA,NA
220104_Smp_2090_A,2090,Haptophyte,(3-Carboxypropyl)trimethylammonium,630526,NA,NA
220104_Smp_2090_C,2090,Haptophyte,(3-Carboxypropyl)trimethylammonium,1773820,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,(3-Carboxypropyl)trimethylammonium,41302444,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,(3-Carboxypropyl)trimethylammonium,43560156,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,(3-Carboxypropyl)trimethylammonium,38183900,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,(3-Carboxypropyl)trimethylammonium,23252076,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,(3-Carboxypropyl)trimethylammonium,19032016,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,(3-Carboxypropyl)trimethylammonium,20019042,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,(3-Carboxypropyl)trimethylammonium,174304784,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,(3-Carboxypropyl)trimethylammonium,205111808,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,(3-Carboxypropyl)trimethylammonium,172274352,NA,NA
220104_Smp_P3_A,P3,Haptophyte,(3-Carboxypropyl)trimethylammonium,105077,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,(3-Carboxypropyl)trimethylammonium,1219747,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,(3-Carboxypropyl)trimethylammonium,900861,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,(3-Carboxypropyl)trimethylammonium,1212928,NA,NA
220104_Smp_116-1_A,116,Haptophyte,2-O-alpha-D-Glucosylglycerol,5016235,NA,NA
220104_Smp_116-1_B,116,Haptophyte,2-O-alpha-D-Glucosylglycerol,6123765,NA,NA
220104_Smp_116-1_C,116,Haptophyte,2-O-alpha-D-Glucosylglycerol,6133518,NA,NA
220104_Smp_371_B,371,Haptophyte,2-O-alpha-D-Glucosylglycerol,142424,NA,NA
220104_Smp_2090_A,2090,Haptophyte,2-O-alpha-D-Glucosylglycerol,2128577,NA,NA
220104_Smp_2090_B,2090,Haptophyte,2-O-alpha-D-Glucosylglycerol,1818594,NA,NA
220104_Smp_2090_C,2090,Haptophyte,2-O-alpha-D-Glucosylglycerol,1807608,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,2-O-alpha-D-Glucosylglycerol,2774805,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,2-O-alpha-D-Glucosylglycerol,2488623,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,2-O-alpha-D-Glucosylglycerol,3067919,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,2-O-alpha-D-Glucosylglycerol,2542128,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,2-O-alpha-D-Glucosylglycerol,3065150,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,2-O-alpha-D-Glucosylglycerol,2651914,NA,NA
220104_Smp_P3_A,P3,Haptophyte,2-O-alpha-D-Glucosylglycerol,5127255,NA,NA
220104_Smp_P3_B,P3,Haptophyte,2-O-alpha-D-Glucosylglycerol,4029169,NA,NA
220104_Smp_P3_C,P3,Haptophyte,2-O-alpha-D-Glucosylglycerol,3056911,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,2-O-alpha-D-Glucosylglycerol,579019,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,2-O-alpha-D-Glucosylglycerol,1053443,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,2-O-alpha-D-Glucosylglycerol,2033741,NA,NA
220104_Smp_371_C,371,Haptophyte,5-Hydroxyectoine,225467,NA,NA
220104_Smp_2090_A,2090,Haptophyte,5-Hydroxyectoine,311888,NA,NA
220104_Smp_2090_B,2090,Haptophyte,5-Hydroxyectoine,297009,NA,NA
220104_Smp_2090_C,2090,Haptophyte,5-Hydroxyectoine,234182,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,5-Hydroxyectoine,890884,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,5-Hydroxyectoine,1095108,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,5-Hydroxyectoine,687413,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,5-Hydroxyectoine,302368,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,5-Hydroxyectoine,464713,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,5-Hydroxyectoine,428273,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,5-Hydroxyectoine,1399759,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,5-Hydroxyectoine,798698,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,5-Hydroxyectoine,1261815,NA,NA
220104_Smp_371_A,371,Haptophyte,beta-Alanine,649519,NA,NA
220104_Smp_371_B,371,Haptophyte,beta-Alanine,605150,NA,NA
220104_Smp_2090_A,2090,Haptophyte,beta-Alanine,575721,NA,NA
220104_Smp_2090_C,2090,Haptophyte,beta-Alanine,527926,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,beta-Alanine,477102,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,beta-Alanine,440867,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,beta-Alanine,991830,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,beta-Alanine,1239168,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,beta-Alanine,1937263,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,beta-Alanine,2062925,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,beta-Alanine,1914134,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,beta-Alanine,1681937,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,beta-Alanine,2268172,NA,NA
220104_Smp_371_A,371,Haptophyte,beta-Alaninebetaine,19360348,NA,NA
220104_Smp_371_B,371,Haptophyte,beta-Alaninebetaine,26861864,NA,NA
220104_Smp_371_C,371,Haptophyte,beta-Alaninebetaine,2385060,NA,NA
220104_Smp_2090_A,2090,Haptophyte,beta-Alaninebetaine,435673,NA,NA
220104_Smp_2090_C,2090,Haptophyte,beta-Alaninebetaine,699448,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,beta-Alaninebetaine,560209664,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,beta-Alaninebetaine,590788352,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,beta-Alaninebetaine,537765312,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,beta-Alaninebetaine,243338416,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,beta-Alaninebetaine,222019264,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,beta-Alaninebetaine,219277808,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,beta-Alaninebetaine,549645376,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,beta-Alaninebetaine,571201728,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,beta-Alaninebetaine,553819520,NA,NA
220104_Smp_P3_A,P3,Haptophyte,beta-Alaninebetaine,439108,NA,NA
220104_Smp_P3_C,P3,Haptophyte,beta-Alaninebetaine,559785,NA,NA
220104_Smp_371_A,371,Haptophyte,beta-Glutamic acid,581499,NA,NA
220104_Smp_371_B,371,Haptophyte,beta-Glutamic acid,645956,NA,NA
220104_Smp_371_C,371,Haptophyte,beta-Glutamic acid,688020,NA,NA
220104_Smp_2090_A,2090,Haptophyte,beta-Glutamic acid,390688,NA,NA
220104_Smp_2090_B,2090,Haptophyte,beta-Glutamic acid,576346,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,beta-Glutamic acid,682090,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,beta-Glutamic acid,1625351,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,beta-Glutamic acid,785437,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,beta-Glutamic acid,218992,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,beta-Glutamic acid,209967,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,beta-Glutamic acid,189940,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,beta-Glutamic acid,844773,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,beta-Glutamic acid,489311,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,beta-Glutamic acid,737372,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Carnitine,87175568,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Carnitine,101715408,NA,NA
220104_Smp_116-1_C,116,Haptophyte,Carnitine,89297064,NA,NA
220104_Smp_371_A,371,Haptophyte,Carnitine,56084864,NA,NA
220104_Smp_371_B,371,Haptophyte,Carnitine,60913460,NA,NA
220104_Smp_371_C,371,Haptophyte,Carnitine,50480708,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Carnitine,75454448,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Carnitine,72323704,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Carnitine,96672320,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Carnitine,90597640,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Carnitine,92407800,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Carnitine,89663808,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Carnitine,535603200,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Carnitine,448119392,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Carnitine,465098432,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Carnitine,765235392,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Carnitine,905577152,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Carnitine,734601216,NA,NA
220104_Smp_P3_A,P3,Haptophyte,Carnitine,15689768,NA,NA
220104_Smp_P3_B,P3,Haptophyte,Carnitine,14307789,NA,NA
220104_Smp_P3_C,P3,Haptophyte,Carnitine,12607598,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,Carnitine,110703512,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,Carnitine,96628992,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,Carnitine,112649752,NA,NA
220104_Smp_371_A,371,Haptophyte,Dimethylsulfonioacetate,293720,NA,NA
220104_Smp_371_B,371,Haptophyte,Dimethylsulfonioacetate,404927,NA,NA
220104_Smp_371_C,371,Haptophyte,Dimethylsulfonioacetate,226257,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Dimethylsulfonioacetate,1012878,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Dimethylsulfonioacetate,951936,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Dimethylsulfonioacetate,1453172,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Dimethylsulfonioacetate,3845109248,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Dimethylsulfonioacetate,4049544448,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Dimethylsulfonioacetate,3898840320,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Dimethylsulfonioacetate,23034859520,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Dimethylsulfonioacetate,20875915264,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Dimethylsulfonioacetate,20696705024,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Dimethylsulfonioacetate,12946665472,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Dimethylsulfonioacetate,14104602624,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Dimethylsulfonioacetate,12516449280,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Dimethylsulfoniopropionate,14324432,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Dimethylsulfoniopropionate,16544530,NA,NA
220104_Smp_116-1_C,116,Haptophyte,Dimethylsulfoniopropionate,15394201,NA,NA
220104_Smp_371_A,371,Haptophyte,Dimethylsulfoniopropionate,6553033216,NA,NA
220104_Smp_371_B,371,Haptophyte,Dimethylsulfoniopropionate,7073311232,NA,NA
220104_Smp_371_C,371,Haptophyte,Dimethylsulfoniopropionate,6244733952,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Dimethylsulfoniopropionate,7251799552,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Dimethylsulfoniopropionate,6775423488,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Dimethylsulfoniopropionate,10800405504,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Dimethylsulfoniopropionate,17248520192,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Dimethylsulfoniopropionate,17906595840,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Dimethylsulfoniopropionate,16866591744,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Dimethylsulfoniopropionate,7014387712,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Dimethylsulfoniopropionate,5802485760,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Dimethylsulfoniopropionate,5690189312,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Dimethylsulfoniopropionate,9219011584,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Dimethylsulfoniopropionate,11563655168,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Dimethylsulfoniopropionate,8879650816,NA,NA
220104_Smp_P3_A,P3,Haptophyte,Dimethylsulfoniopropionate,1456210,NA,NA
220104_Smp_P3_B,P3,Haptophyte,Dimethylsulfoniopropionate,1349698,NA,NA
220104_Smp_P3_C,P3,Haptophyte,Dimethylsulfoniopropionate,1206048,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,Dimethylsulfoniopropionate,11865828,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,Dimethylsulfoniopropionate,11634210,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,Dimethylsulfoniopropionate,11873518,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Ectoine,73802040,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Ectoine,78793104,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Ectoine,72765152,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Ectoine,85831920,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Ectoine,77448208,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Ectoine,72908088,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Ectoine,61638932,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Ectoine,66321520,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Ectoine,59235360,NA,NA
220104_Smp_371_A,371,Haptophyte,Glycine betaine,1039812352,NA,NA
220104_Smp_371_B,371,Haptophyte,Glycine betaine,1124901504,NA,NA
220104_Smp_371_C,371,Haptophyte,Glycine betaine,915043456,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Glycine betaine,3421453824,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Glycine betaine,3139203328,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Glycine betaine,5085138944,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Glycine betaine,4118577664,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Glycine betaine,3884602880,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Glycine betaine,3830477568,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Glycine betaine,17460539392,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Glycine betaine,19101120512,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Glycine betaine,17641113600,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Gonyol,252585808,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Gonyol,271166304,NA,NA
220104_Smp_116-1_C,116,Haptophyte,Gonyol,268489728,NA,NA
220104_Smp_371_A,371,Haptophyte,Gonyol,301965056,NA,NA
220104_Smp_371_B,371,Haptophyte,Gonyol,363304672,NA,NA
220104_Smp_371_C,371,Haptophyte,Gonyol,237643344,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Gonyol,387165600,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Gonyol,342963360,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Gonyol,500744032,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Gonyol,1030475968,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Gonyol,1257827840,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Gonyol,1140479872,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Gonyol,352743328,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Gonyol,246069376,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Gonyol,302621856,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Gonyol,207435840,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Gonyol,189719952,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Gonyol,193998784,NA,NA
220104_Smp_P3_A,P3,Haptophyte,Gonyol,112883616,NA,NA
220104_Smp_P3_B,P3,Haptophyte,Gonyol,90779384,NA,NA
220104_Smp_P3_C,P3,Haptophyte,Gonyol,84469960,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,Gonyol,367075616,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,Gonyol,338140608,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,Gonyol,433324416,NA,NA
220104_Smp_371_A,371,Haptophyte,Homarine,97336360,NA,NA
220104_Smp_371_B,371,Haptophyte,Homarine,107509200,NA,NA
220104_Smp_371_C,371,Haptophyte,Homarine,85838344,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Homarine,1344595456,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Homarine,1409528704,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Homarine,1276442496,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Homarine,84379768,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Homarine,77028904,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Homarine,77310472,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Homarine,3881945856,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Homarine,4110402816,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Homarine,3868129792,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Hydroxyisoleucine,3391129,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Hydroxyisoleucine,6660505,NA,NA
220104_Smp_371_A,371,Haptophyte,Hydroxyisoleucine,638345,NA,NA
220104_Smp_371_B,371,Haptophyte,Hydroxyisoleucine,860218,NA,NA
220104_Smp_371_C,371,Haptophyte,Hydroxyisoleucine,371779,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Hydroxyisoleucine,562046,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Hydroxyisoleucine,553706,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Hydroxyisoleucine,433363,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Hydroxyisoleucine,506207,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Hydroxyisoleucine,598140,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Hydroxyisoleucine,1084002,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Hydroxyisoleucine,1319012,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Hydroxyisoleucine,841498,NA,NA
220104_Smp_P3_A,P3,Haptophyte,Hydroxyisoleucine,7793694,NA,NA
220104_Smp_P3_C,P3,Haptophyte,Hydroxyisoleucine,3435986,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,Hydroxyisoleucine,3472572,NA,NA
220104_Smp_116-1_A,116,Haptophyte,L-Alanine,4175283,NA,NA
220104_Smp_116-1_B,116,Haptophyte,L-Alanine,3175035,NA,NA
220104_Smp_116-1_C,116,Haptophyte,L-Alanine,4010243,NA,NA
220104_Smp_371_A,371,Haptophyte,L-Alanine,2915257,NA,NA
220104_Smp_371_B,371,Haptophyte,L-Alanine,3016744,NA,NA
220104_Smp_371_C,371,Haptophyte,L-Alanine,2919779,NA,NA
220104_Smp_2090_A,2090,Haptophyte,L-Alanine,4872481,NA,NA
220104_Smp_2090_B,2090,Haptophyte,L-Alanine,3853928,NA,NA
220104_Smp_2090_C,2090,Haptophyte,L-Alanine,5804558,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,L-Alanine,20984160,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,L-Alanine,29229978,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,L-Alanine,18430380,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,L-Alanine,30557248,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,L-Alanine,27328644,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,L-Alanine,26929468,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,L-Alanine,16281162,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,L-Alanine,19946088,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,L-Alanine,16082138,NA,NA
220104_Smp_P3_A,P3,Haptophyte,L-Alanine,4041542,NA,NA
220104_Smp_P3_B,P3,Haptophyte,L-Alanine,4455680,NA,NA
220104_Smp_P3_C,P3,Haptophyte,L-Alanine,3234705,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,L-Alanine,1952995,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,L-Alanine,2110929,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,L-Alanine,1813360,NA,NA
220104_Smp_116-1_A,116,Haptophyte,L-Arginine,7670416,NA,NA
220104_Smp_116-1_B,116,Haptophyte,L-Arginine,2772269,NA,NA
220104_Smp_116-1_C,116,Haptophyte,L-Arginine,4314933,NA,NA
220104_Smp_371_A,371,Haptophyte,L-Arginine,28569890,NA,NA
220104_Smp_371_B,371,Haptophyte,L-Arginine,28797652,NA,NA
220104_Smp_371_C,371,Haptophyte,L-Arginine,24294082,NA,NA
220104_Smp_2090_A,2090,Haptophyte,L-Arginine,56226568,NA,NA
220104_Smp_2090_B,2090,Haptophyte,L-Arginine,45039928,NA,NA
220104_Smp_2090_C,2090,Haptophyte,L-Arginine,81590368,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,L-Arginine,40198412,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,L-Arginine,63103136,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,L-Arginine,45522136,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,L-Arginine,24494714,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,L-Arginine,22477368,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,L-Arginine,22439674,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,L-Arginine,25270854,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,L-Arginine,24309580,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,L-Arginine,23817388,NA,NA
220104_Smp_P3_A,P3,Haptophyte,L-Arginine,27561012,NA,NA
220104_Smp_P3_B,P3,Haptophyte,L-Arginine,19219826,NA,NA
220104_Smp_P3_C,P3,Haptophyte,L-Arginine,15366446,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,L-Arginine,4669563,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,L-Arginine,6945593,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,L-Arginine,3048459,NA,NA
220104_Smp_116-1_A,116,Haptophyte,L-Asparagine,894481,NA,NA
220104_Smp_116-1_B,116,Haptophyte,L-Asparagine,322711,NA,NA
220104_Smp_116-1_C,116,Haptophyte,L-Asparagine,458069,NA,NA
220104_Smp_371_A,371,Haptophyte,L-Asparagine,3910764,NA,NA
220104_Smp_371_B,371,Haptophyte,L-Asparagine,3657655,NA,NA
220104_Smp_371_C,371,Haptophyte,L-Asparagine,2947871,NA,NA
220104_Smp_2090_A,2090,Haptophyte,L-Asparagine,6090814,NA,NA
220104_Smp_2090_B,2090,Haptophyte,L-Asparagine,6860493,NA,NA
220104_Smp_2090_C,2090,Haptophyte,L-Asparagine,10326572,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,L-Asparagine,17610424,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,L-Asparagine,28807782,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,L-Asparagine,21277812,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,L-Asparagine,10391772,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,L-Asparagine,10255651,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,L-Asparagine,10531861,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,L-Asparagine,9590401,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,L-Asparagine,8887846,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,L-Asparagine,9261469,NA,NA
220104_Smp_P3_A,P3,Haptophyte,L-Asparagine,8514796,NA,NA
