Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Gonyol,207362672,NA,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Gonyol,241825904,NA,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Gonyol,377701024,NA,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Gonyol,353359072,NA,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Gonyol,350387168,NA,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Gonyol,61510204,NA,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Gonyol,50930696,NA,NA,NA
221006_Smp_S4_C1_D1_Blk,NA,NA,RC078,Gonyol,134846,NA,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Gonyol,47861648,NA,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Gonyol,145587184,NA,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Gonyol,165700336,NA,NA,NA
221006_Smp_S4_C1_D2_Blk,NA,NA,RC078,Gonyol,191876,NA,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Gonyol,156478336,NA,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Gonyol,235330080,NA,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Gonyol,269251264,NA,NA,NA
221006_Smp_S4_C2_D3_Blk,NA,NA,RC078,Gonyol,411045,NA,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Gonyol,705059008,NA,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Gonyol,675231808,NA,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Gonyol,673298688,NA,NA,NA
221006_Smp_S4_C2_D4_Blk,NA,NA,RC078,Gonyol,1092445,NA,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Gonyol,268651616,NA,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Gonyol,98203488,NA,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Gonyol,101800632,NA,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Gonyol,130974736,NA,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Gonyol,1080518784,NA,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,Gonyol,915875776,NA,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,Gonyol,776451904,NA,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,Gonyol,258234464,NA,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,Gonyol,1517818368,NA,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,Gonyol,1033408064,NA,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,Gonyol,790239488,NA,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,Gonyol,604313024,NA,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,Gonyol,880046272,NA,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,Gonyol,1007411328,NA,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,Gonyol,856968576,NA,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,Gonyol,805375936,NA,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,Gonyol,28130492,NA,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,Gonyol,40295260,NA,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,Gonyol,31715512,NA,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,Gonyol,57609596,NA,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,Gonyol,43752104,NA,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,Gonyol,57073796,NA,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,Gonyol,258348896,NA,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,Gonyol,152813888,NA,NA,NA
221006_Smp_S7_C1_D1_Blk,NA,NA,RC078,Gonyol,671133,NA,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,Gonyol,156491184,NA,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,Gonyol,375315136,NA,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,Gonyol,312259264,NA,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,Gonyol,188642128,NA,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,Gonyol,154484768,NA,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,Gonyol,141023312,NA,NA,NA
221006_Smp_S7_C2_D3_Blk,NA,NA,RC078,Gonyol,361301,NA,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,Gonyol,185260288,NA,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,Gonyol,381412928,NA,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,Gonyol,275201088,NA,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,Gonyol,198206608,NA,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,Gonyol,2019602688,NA,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,Gonyol,1637428608,NA,NA,NA
221006_Smp_S7_C3_D5_Blk,NA,NA,RC078,Gonyol,2775917,NA,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,Gonyol,2126315648,NA,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,Gonyol,2219541760,NA,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,Gonyol,1944908032,NA,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,Gonyol,2233245952,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,Gonyol,23537844,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,Gonyol,87422008,NA,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,Gonyol,22382608,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_1,NA,NA,RC078,Homarine,40755,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_2,NA,NA,RC078,Homarine,44780,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_1,NA,NA,RC078,Homarine,1421286144,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_2,NA,NA,RC078,Homarine,1544008320,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_1,NA,NA,RC078,Homarine,60385044,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_2,NA,NA,RC078,Homarine,85588992,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_1,NA,NA,RC078,Homarine,1469809024,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_2,NA,NA,RC078,Homarine,1539059712,NA,NA,NA
221006_Std_H2OinMatrix_1,NA,NA,RC078,Homarine,1329162240,NA,NA,NA
221006_Std_H2OinMatrix_2,NA,NA,RC078,Homarine,1472697088,NA,NA,NA
221006_Poo_TruePooRC_Full1,NA,NA,RC078,Homarine,2271566848,NA,NA,NA
221006_Poo_TruePooRC_Full2,NA,NA,RC078,Homarine,2391068928,NA,NA,NA
221006_Poo_TruePooRC_Full3,NA,NA,RC078,Homarine,2489903360,NA,NA,NA
221006_Poo_TruePooRC_Full4,NA,NA,RC078,Homarine,2319381760,NA,NA,NA
221006_Poo_TruePooRC_Half1,NA,NA,RC078,Homarine,1074758272,NA,NA,NA
221006_Poo_TruePooRC_Half2,NA,NA,RC078,Homarine,1190175872,NA,NA,NA
221006_Poo_TruePooRC_Half3,NA,NA,RC078,Homarine,1267994368,NA,NA,NA
221006_Poo_TruePooRC_Half4,NA,NA,RC078,Homarine,1206060416,NA,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Homarine,2527290624,NA,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Homarine,2633162496,NA,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Homarine,3066180864,NA,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Homarine,1132638592,NA,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Homarine,6124622848,NA,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Homarine,1325713024,NA,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Homarine,2946589184,NA,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Homarine,3392011520,NA,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Homarine,4580353536,NA,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Homarine,933622528,NA,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Homarine,746201344,NA,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Homarine,629143808,NA,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Homarine,1196458752,NA,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Homarine,1899175296,NA,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Homarine,1695433472,NA,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Homarine,1178216448,NA,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Homarine,1121622784,NA,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Homarine,977415552,NA,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Homarine,1050824768,NA,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Homarine,900599360,NA,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Homarine,1145787648,NA,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Homarine,1334574592,NA,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Homarine,1815959424,NA,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Homarine,1662277248,NA,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Homarine,2179559680,NA,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Homarine,2083821440,NA,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Homarine,1247153920,NA,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Homarine,695645504,NA,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Homarine,888216128,NA,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Homarine,669382656,NA,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Homarine,1634459776,NA,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Homarine,1431846400,NA,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Homarine,1530755840,NA,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Homarine,1739860352,NA,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Homarine,2003323264,NA,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Homarine,1842489472,NA,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Homarine,2365046272,NA,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Homarine,2893916672,NA,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Homarine,2509669632,NA,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Homarine,865157056,NA,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Homarine,723261888,NA,NA,NA
221006_Smp_S4_C1_D1_Blk,NA,NA,RC078,Homarine,8392047,NA,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Homarine,649971968,NA,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Homarine,1113166592,NA,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Homarine,1470520832,NA,NA,NA
221006_Smp_S4_C1_D2_Blk,NA,NA,RC078,Homarine,3293550,NA,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Homarine,1443807360,NA,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Homarine,1016093696,NA,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Homarine,1528333056,NA,NA,NA
221006_Smp_S4_C2_D3_Blk,NA,NA,RC078,Homarine,38299668,NA,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Homarine,3222114048,NA,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Homarine,3476766720,NA,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Homarine,4011222016,NA,NA,NA
221006_Smp_S4_C2_D4_Blk,NA,NA,RC078,Homarine,7537492,NA,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Homarine,1485710208,NA,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Homarine,1391100288,NA,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Homarine,2316163840,NA,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Homarine,2023498752,NA,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Homarine,2776479232,NA,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,Homarine,4409803264,NA,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,Homarine,4544876032,NA,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,Homarine,807665856,NA,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,Homarine,6321817600,NA,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,Homarine,4187285504,NA,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,Homarine,2866030336,NA,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,Homarine,2323068672,NA,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,Homarine,3374797312,NA,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,Homarine,1594168320,NA,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,Homarine,1407345152,NA,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,Homarine,1707908096,NA,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,Homarine,529441184,NA,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,Homarine,548431616,NA,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,Homarine,274768576,NA,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,Homarine,1014781376,NA,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,Homarine,1015943872,NA,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,Homarine,1928633472,NA,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,Homarine,3255859712,NA,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,Homarine,2477530112,NA,NA,NA
221006_Smp_S7_C1_D1_Blk,NA,NA,RC078,Homarine,4816092,NA,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,Homarine,2907635968,NA,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,Homarine,4568620544,NA,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,Homarine,4734042112,NA,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,Homarine,3642894336,NA,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,Homarine,2026912256,NA,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,Homarine,2391630080,NA,NA,NA
221006_Smp_S7_C2_D3_Blk,NA,NA,RC078,Homarine,3150712,NA,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,Homarine,3541709312,NA,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,Homarine,4966601728,NA,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,Homarine,5318734848,NA,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,Homarine,3917394432,NA,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,Homarine,7616197120,NA,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,Homarine,5675786752,NA,NA,NA
221006_Smp_S7_C3_D5_Blk,NA,NA,RC078,Homarine,21641976,NA,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,Homarine,7148530176,NA,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,Homarine,7085824512,NA,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,Homarine,7250524160,NA,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,Homarine,7237345280,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,Homarine,526310816,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,Homarine,1438307584,NA,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,Homarine,426210368,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_1,NA,NA,RC078,Hydroxyisoleucine,19696,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_2,NA,NA,RC078,Hydroxyisoleucine,14584,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_1,NA,NA,RC078,Hydroxyisoleucine,86560848,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_2,NA,NA,RC078,Hydroxyisoleucine,86493768,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_1,NA,NA,RC078,Hydroxyisoleucine,35313140,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_2,NA,NA,RC078,Hydroxyisoleucine,77450616,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_1,NA,NA,RC078,Hydroxyisoleucine,128003472,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_2,NA,NA,RC078,Hydroxyisoleucine,130395832,NA,NA,NA
221006_Std_H2OinMatrix_1,NA,NA,RC078,Hydroxyisoleucine,81405776,NA,NA,NA
221006_Std_H2OinMatrix_2,NA,NA,RC078,Hydroxyisoleucine,84486512,NA,NA,NA
221006_Poo_TruePooRC_Full1,NA,NA,RC078,Hydroxyisoleucine,133938056,NA,NA,NA
221006_Poo_TruePooRC_Full2,NA,NA,RC078,Hydroxyisoleucine,128260496,NA,NA,NA
221006_Poo_TruePooRC_Full3,NA,NA,RC078,Hydroxyisoleucine,152453904,NA,NA,NA
221006_Poo_TruePooRC_Full4,NA,NA,RC078,Hydroxyisoleucine,137416528,NA,NA,NA
221006_Poo_TruePooRC_Half1,NA,NA,RC078,Hydroxyisoleucine,69524968,NA,NA,NA
221006_Poo_TruePooRC_Half2,NA,NA,RC078,Hydroxyisoleucine,69611960,NA,NA,NA
221006_Poo_TruePooRC_Half3,NA,NA,RC078,Hydroxyisoleucine,84691800,NA,NA,NA
221006_Poo_TruePooRC_Half4,NA,NA,RC078,Hydroxyisoleucine,68266416,NA,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Hydroxyisoleucine,257142896,NA,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Hydroxyisoleucine,225704880,NA,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Hydroxyisoleucine,234558256,NA,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Hydroxyisoleucine,146777872,NA,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Hydroxyisoleucine,205411008,NA,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Hydroxyisoleucine,136824736,NA,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Hydroxyisoleucine,158425440,NA,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Hydroxyisoleucine,186285440,NA,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Hydroxyisoleucine,210582480,NA,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Hydroxyisoleucine,90348048,NA,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Hydroxyisoleucine,84813840,NA,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Hydroxyisoleucine,73695936,NA,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Hydroxyisoleucine,109099760,NA,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Hydroxyisoleucine,162633632,NA,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Hydroxyisoleucine,134173656,NA,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Hydroxyisoleucine,132454848,NA,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Hydroxyisoleucine,138152448,NA,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Hydroxyisoleucine,127179144,NA,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Hydroxyisoleucine,146821072,NA,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Hydroxyisoleucine,121580104,NA,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Hydroxyisoleucine,138128160,NA,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Hydroxyisoleucine,137814848,NA,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Hydroxyisoleucine,147965792,NA,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Hydroxyisoleucine,139206944,NA,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Hydroxyisoleucine,127514520,NA,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Hydroxyisoleucine,133502088,NA,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Hydroxyisoleucine,117414000,NA,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Hydroxyisoleucine,77460816,NA,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Hydroxyisoleucine,92962128,NA,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Hydroxyisoleucine,82936312,NA,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Hydroxyisoleucine,157405168,NA,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Hydroxyisoleucine,142220000,NA,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Hydroxyisoleucine,129379784,NA,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Hydroxyisoleucine,165093600,NA,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Hydroxyisoleucine,173206928,NA,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Hydroxyisoleucine,166395888,NA,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Hydroxyisoleucine,189858672,NA,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Hydroxyisoleucine,147328064,NA,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Hydroxyisoleucine,135780672,NA,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Hydroxyisoleucine,79685344,NA,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Hydroxyisoleucine,74310256,NA,NA,NA
221006_Smp_S4_C1_D1_Blk,NA,NA,RC078,Hydroxyisoleucine,1072828,NA,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Hydroxyisoleucine,69155864,NA,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Hydroxyisoleucine,71860200,NA,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Hydroxyisoleucine,68229808,NA,NA,NA
221006_Smp_S4_C1_D2_Blk,NA,NA,RC078,Hydroxyisoleucine,398612,NA,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Hydroxyisoleucine,81882904,NA,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Hydroxyisoleucine,68917600,NA,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Hydroxyisoleucine,82537928,NA,NA,NA
221006_Smp_S4_C2_D3_Blk,NA,NA,RC078,Hydroxyisoleucine,1240413,NA,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Hydroxyisoleucine,118825848,NA,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Hydroxyisoleucine,113361416,NA,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Hydroxyisoleucine,122388080,NA,NA,NA
221006_Smp_S4_C2_D4_Blk,NA,NA,RC078,Hydroxyisoleucine,545511,NA,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Hydroxyisoleucine,85944376,NA,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Hydroxyisoleucine,74900976,NA,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Hydroxyisoleucine,82027384,NA,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Hydroxyisoleucine,96367048,NA,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Hydroxyisoleucine,66872792,NA,NA,NA
