Batch,Type,Organism,SampID,Compound,Part.Conc.Vial.uM,Part.Conc.uM,Part.Conc.C.uM,Part.Conc.N.uM,Part.Conc.S.uM,Detected
Dino_Green,Prasinophyte,3430,211218_Smp_3430_A,L-Glutamic acid,22.904292865996663,0.3664686858559467,1.8323434292797336,0.3664686858559467,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_B,L-Glutamic acid,23.922539533199085,0.3827606325311854,1.913803162655927,0.3827606325311854,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_C,L-Glutamic acid,21.30242528605885,0.3408388045769416,1.704194022884708,0.3408388045769416,NA,Yes
Diatom,NA,NA,211215_Blk_MediaBlk_A,L-Glutamine,3.894375566628676e-4,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_B,L-Glutamine,3.948678705214051e-4,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Fc,L-Glutamine,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Pc55x,L-Glutamine,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Z,L-Glutamine,0,NA,NA,NA,NA,NA
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Glutamine,78.9139052864502,0.5260927019096681,2.63046350954834,1.052185403819336,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Glutamine,55.06765096059908,0.36711767307066057,1.8355883653533027,0.7342353461413211,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Glutamine,94.99922406258143,0.6333281604172096,3.1666408020860484,1.2666563208344193,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Glutamine,11.394933968449326,NA,NA,NA,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Glutamine,12.181589258589748,NA,NA,NA,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Glutamine,11.874937448002123,NA,NA,NA,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Glutamine,50.11890742603054,0.22275069967124683,1.113753498356234,0.44550139934249366,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Glutamine,57.14676150817452,0.22858704603269808,1.1429352301634903,0.45717409206539616,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Glutamine,51.34801906221222,0.20539207624884884,1.0269603812442445,0.4107841524976977,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Glutamine,1.3211667555333015,0.0070462226961776,0.03523111348088804,0.01409244539235521,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Glutamine,0.9789551521580726,0.00522109414484305,0.02610547072421527,0.0104421882896861,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Glutamine,0.43486631290029704,0.00231928700213491,0.01159643501067458,0.00463857400426983,NA,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Glutamine,355.8208724514459,1.4232834898057836,7.116417449028917,2.846566979611567,NA,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Glutamine,428.4884181481846,1.7139536725927385,8.569768362963693,3.427907345185477,NA,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Glutamine,155.73885632700777,0.6229554253080309,3.1147771265401545,1.245910850616062,NA,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Glutamine,177.3433690360424,0.7093734761441695,3.5468673807208475,1.418746952288339,NA,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Glutamine,149.81730148767295,0.5992692059506919,2.996346029753459,1.1985384119013838,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Glutamine,52.416276535056504,0.1823174836001965,0.9115874180009824,0.364634967200393,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Glutamine,18.394154900138272,0.07357661960055309,0.3678830980027654,0.14715323920110618,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Glutamine,15.422414717782106,0.05364318162706819,0.26821590813534096,0.1072863632541364,NA,Yes
Cyano,NA,NA,211221_Blk_MediaBlk_1314P,L-Glutamine,3.7691816267040754e-4,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_A,L-Glutamine,3.127716442843491e-4,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_As9601,L-Glutamine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_C,L-Glutamine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_Nat,L-Glutamine,0,NA,NA,NA,NA,NA
Cyano,Cyano,1314P,211221_Smp_1314P_A,L-Glutamine,5.473848230913318,0.08758157169461309,0.43790785847306546,0.17516314338922617,NA,Yes
Cyano,Cyano,1314P,211221_Smp_1314P_B,L-Glutamine,3.3537930436897976,0.05366068869903676,0.2683034434951838,0.10732137739807351,NA,Yes
Cyano,Cyano,1314P,211221_Smp_1314P_C,L-Glutamine,2.436597629869412,0.03898556207791059,0.19492781038955295,0.07797112415582118,NA,Yes
Cyano,Cyano,7803,211221_Smp_7803_B,L-Glutamine,8.328078700818962,0.0416403935040948,0.20820196752047404,0.08328078700818961,NA,Yes
Cyano,Cyano,7803,211221_Smp_7803_F,L-Glutamine,10.661199181556942,0.05330599590778471,0.26652997953892354,0.10661199181556942,NA,Yes
Cyano,Cyano,8102,211221_Smp_8102_A,L-Glutamine,50.89724917767625,0.33931499451784164,1.6965749725892083,0.6786299890356833,NA,Yes
Cyano,Cyano,8102,211221_Smp_8102_F,L-Glutamine,36.887182241024256,0.24591454827349504,1.2295727413674753,0.4918290965469901,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_B,L-Glutamine,0.42231769970854766,0.00337854159766838,0.0168927079883419,0.00675708319533676,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_C,L-Glutamine,0.6672521417959516,0.0035586780895784,0.01779339044789204,0.00711735617915681,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_D,L-Glutamine,0.41711302798259225,0.00333690422386073,0.01668452111930369,0.00667380844772147,NA,Yes
Cyano,Cyano,As9601,211221_Smp_As9601_A,L-Glutamine,4.062140777603191,0.06499425244165107,0.32497126220825534,0.12998850488330213,NA,Yes
Cyano,Cyano,As9601,211221_Smp_As9601_B,L-Glutamine,4.917001712137153,0.07867202739419443,0.39336013697097216,0.1573440547883889,NA,Yes
Cyano,Cyano,As9601,211221_Smp_As9601_C,L-Glutamine,2.3123964655950533,0.03699834344952085,0.18499171724760427,0.07399668689904171,NA,Yes
Cyano,Cyano,MED4,211221_Smp_MED4_D,L-Glutamine,6.2153040429744655,0.03107652021487233,0.15538260107436166,0.06215304042974466,NA,Yes
Cyano,Cyano,MED4,211221_Smp_MED4_E,L-Glutamine,7.26707971410019,0.03633539857050095,0.18167699285250472,0.0726707971410019,NA,Yes
Cyano,Cyano,MED4,211221_Smp_MED4_F,L-Glutamine,5.7516424886545465,0.02875821244327273,0.14379106221636365,0.05751642488654546,NA,Yes
Cyano,Cyano,NATL2A,211221_Smp_Nat_A,L-Glutamine,13.6413355095263,0.2182613681524208,1.091306840762104,0.4365227363048416,NA,Yes
Cyano,Cyano,NATL2A,211221_Smp_Nat_B,L-Glutamine,4.983687602770761,0.07973900164433217,0.3986950082216609,0.15947800328866435,NA,Yes
Cyano,Cyano,NATL2A,211221_Smp_Nat_C,L-Glutamine,6.232386713962252,0.09971818742339604,0.4985909371169802,0.19943637484679208,NA,Yes
Bacteria,NA,NA,220111_Blk_MediaBlk_A,L-Glutamine,0.00158311345823538,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AMS,L-Glutamine,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AOA,L-Glutamine,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_B,L-Glutamine,0.00140377863554054,NA,NA,NA,NA,NA
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,L-Glutamine,20.020724966769784,0.26694299955693046,1.3347149977846522,0.5338859991138609,NA,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,L-Glutamine,24.64587150916459,0.3286116201221945,1.6430581006109726,0.657223240244389,NA,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,L-Glutamine,25.574437427946847,0.34099249903929124,1.7049624951964562,0.6819849980785825,NA,Yes
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,L-Glutamine,0.7689817790165854,0.0102530903868878,0.05126545193443903,0.02050618077377561,NA,Yes
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,L-Glutamine,0.7353587618976877,0.00980478349196916,0.04902391745984584,0.01960956698393833,NA,Yes
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,L-Glutamine,0.7321596389916679,0.0097621285198889,0.04881064259944452,0.01952425703977781,NA,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,L-Glutamine,59.947651389770215,0.7993020185302695,3.996510092651348,1.598604037060539,NA,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,L-Glutamine,63.61096907364922,1.0177755051783874,5.088877525891937,2.035551010356775,NA,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,L-Glutamine,61.243667009394734,0.9798986721503158,4.899493360751579,1.9597973443006316,NA,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,L-Glutamine,88.40090838875071,1.178678778516676,5.893393892583381,2.3573575570333523,NA,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,L-Glutamine,90.34726684726463,1.2046302246301952,6.023151123150976,2.4092604492603904,NA,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,L-Glutamine,100.33546412105864,1.3378061882807817,6.6890309414039075,2.675612376561563,NA,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,L-Glutamine,41.40031315507598,0.552004175401013,2.760020877005065,1.104008350802026,NA,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,L-Glutamine,43.188083307710606,0.5758411107694746,2.879205553847373,1.1516822215389493,NA,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,L-Glutamine,50.15770712872513,0.6687694283830018,3.343847141915009,1.3375388567660036,NA,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,L-Glutamine,12.937700163815157,0.1725026688508687,0.8625133442543436,0.3450053377017374,NA,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,L-Glutamine,15.463257230796325,0.2061767630772843,1.0308838153864217,0.4123535261545686,NA,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,L-Glutamine,15.6652455006802,0.2088699400090693,1.0443497000453466,0.4177398800181386,NA,Yes
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,L-Glutamine,7.407597223778516,0.09876796298371351,0.49383981491856754,0.19753592596742703,NA,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,L-Glutamine,5.520210392059747,0.07360280522746329,0.3680140261373165,0.14720561045492658,NA,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,L-Glutamine,1.7857431679996496,0.02380990890666199,0.11904954453330996,0.04761981781332398,NA,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,L-Glutamine,0.7305843215456245,0.01461168643091249,0.07305843215456245,0.02922337286182498,NA,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,L-Glutamine,0.9252943204804632,0.01850588640960926,0.09252943204804633,0.03701177281921852,NA,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,L-Glutamine,1.7861381034994095,0.02381517471332546,0.1190758735666273,0.04763034942665092,NA,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,L-Glutamine,3.415543535006561,0.04554058046675414,0.2277029023337707,0.09108116093350828,NA,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,L-Glutamine,2.921118575242872,0.04673789720388594,0.2336894860194297,0.09347579440777189,NA,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,L-Glutamine,2.4484417519683666,0.03917506803149387,0.19587534015746935,0.07835013606298774,NA,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,L-Glutamine,1.340729977107847,0.01787639969477129,0.08938199847385647,0.03575279938954259,NA,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,L-Glutamine,1.3388877882928083,0.01785183717723745,0.08925918588618725,0.0357036743544749,NA,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,L-Glutamine,1.682219698810491,0.02242959598413988,0.1121479799206994,0.04485919196827976,NA,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,L-Glutamine,5.818168195902354,0.0775755759453647,0.3878778797268234,0.1551511518907294,NA,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,L-Glutamine,6.521518653163476,0.08695358204217968,0.4347679102108984,0.17390716408435936,NA,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,L-Glutamine,5.693701700453062,0.07591602267270749,0.3795801133635374,0.15183204534541497,NA,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,L-Glutamine,4.755431914242682,0.06340575885656909,0.3170287942828454,0.12681151771313817,NA,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,L-Glutamine,4.221078776433972,0.06753726042294354,0.33768630211471773,0.13507452084588709,NA,Yes
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,L-Glutamine,2.2752980918384575,6.067461578235886e-4,0.00303373078911794,0.00121349231564717,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,L-Glutamine,2.2684107100550546,6.049095226813478e-4,0.00302454761340673,0.00120981904536269,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,L-Glutamine,2.3171636457688023,6.179103055383472e-4,0.00308955152769173,0.00123582061107669,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,L-Glutamine,0.00551901037857092,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Glutamine,0.0021442902185479,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Glutamine,0.00906346684500297,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Glutamine,0.00262646063097177,NA,NA,NA,NA,No
Haptophyte,NA,NA,220104_Blk_MediaBlk_C,L-Glutamine,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_H,L-Glutamine,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_LInoSi,L-Glutamine,1.326806170387232e-4,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_RAC5,L-Glutamine,6.40256623735583e-5,NA,NA,NA,NA,NA
Haptophyte,Haptophyte,116,220104_Smp_116-1_A,L-Glutamine,0.2808356849724633,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,116,220104_Smp_116-1_B,L-Glutamine,0.22527207056792944,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,116,220104_Smp_116-1_C,L-Glutamine,0.2609681242555322,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_A,L-Glutamine,1.2545499158589637,0.00669093288458113,0.03345466442290569,0.01338186576916227,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_B,L-Glutamine,1.3115537517375755,0.0069949533426004,0.03497476671300201,0.0139899066852008,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_C,L-Glutamine,1.0413754516289346,0.00833100361303147,0.04165501806515738,0.01666200722606295,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_A,L-Glutamine,4.506591481500361,0.04005859094666986,0.20029295473334932,0.08011718189333973,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_B,L-Glutamine,5.144453203824111,0.04115562563059288,0.2057781281529644,0.08231125126118576,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_C,L-Glutamine,7.221212006943375,0.05776969605554701,0.288848480277735,0.115539392111094,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_A,L-Glutamine,3.127713887929859,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_B,L-Glutamine,3.3555489433390315,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_C,L-Glutamine,3.2949948246978273,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_A,L-Glutamine,1.8161084829022855,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_B,L-Glutamine,1.9709464480097036,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_C,L-Glutamine,2.0118359321109764,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_A,L-Glutamine,2.33544982265796,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_B,L-Glutamine,1.8940828478230891,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_C,L-Glutamine,2.248400365638122,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_A,L-Glutamine,0.930920541793546,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_B,L-Glutamine,0.7739868606158928,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_C,L-Glutamine,0.8492305120988586,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_A,L-Glutamine,0.3712610051073479,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_B,L-Glutamine,0.4628440438036999,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_C,L-Glutamine,0.3857610473921272,NA,NA,NA,NA,Yes
Dino_Green,NA,NA,211218_Blk_MediaBlk_21,L-Glutamine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_49,L-Glutamine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_71,L-Glutamine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_3430,L-Glutamine,7.7591537235601e-5,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_N,L-Glutamine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_O,L-Glutamine,8.643224443508185e-4,NA,NA,NA,NA,NA
Dino_Green,Dino,449,211218_Smp_449_A,L-Glutamine,0.73894856849419,0.01231580947490316,0.06157904737451583,0.02463161894980633,NA,Yes
Dino_Green,Dino,449,211218_Smp_449_B,L-Glutamine,0.5559208171773747,0.00926534695295624,0.04632673476478122,0.01853069390591248,NA,Yes
Dino_Green,Dino,449,211218_Smp_449_C,L-Glutamine,0.5088767556115509,0.00848127926019251,0.04240639630096256,0.01696255852038502,NA,Yes
Dino_Green,Dino,1314,211218_Smp_1314_A,L-Glutamine,2.118866575325863,0.03531444292209771,0.17657221461048855,0.07062888584419542,NA,Yes
Dino_Green,Dino,1314,211218_Smp_1314_B,L-Glutamine,2.383688613399328,0.03972814355665546,0.19864071778327733,0.07945628711331093,NA,Yes
Dino_Green,Dino,1314,211218_Smp_1314_C,L-Glutamine,2.40690028710333,0.04011500478505549,0.20057502392527748,0.08023000957011099,NA,Yes
Dino_Green,Prasinophyte,1545,211218_Smp_1545_A,L-Glutamine,4.265395193438604,0.06824632309501766,0.3412316154750883,0.13649264619003532,NA,Yes
Dino_Green,Prasinophyte,1545,211218_Smp_1545_B,L-Glutamine,5.003554005730054,0.08005686409168086,0.40028432045840434,0.16011372818336173,NA,Yes
Dino_Green,Prasinophyte,1545,211218_Smp_1545_C,L-Glutamine,3.826826996394949,0.06122923194231917,0.30614615971159587,0.12245846388463834,NA,Yes
Dino_Green,Dino,1771,211218_Smp_1771_A,L-Glutamine,0.3817687233905524,0.0063628120565092,0.03181406028254603,0.01272562411301841,NA,Yes
Dino_Green,Dino,1771,211218_Smp_1771_B,L-Glutamine,0.3645070794533399,0.00607511799088899,0.03037558995444498,0.01215023598177799,NA,Yes
Dino_Green,Dino,1771,211218_Smp_1771_C,L-Glutamine,0.33562268194621947,0.00559371136577032,0.02796855682885162,0.01118742273154065,NA,Yes
Dino_Green,Dino,2021,211218_Smp_2021_A,L-Glutamine,9.497536297682627,0.07753090855251125,0.3876545427625563,0.1550618171050225,NA,Yes
Dino_Green,Dino,2021,211218_Smp_2021_B,L-Glutamine,11.755384175840938,0.09596231980278316,0.4798115990139158,0.19192463960556633,NA,Yes
Dino_Green,Dino,2021,211218_Smp_2021_C,L-Glutamine,4.739292697326574,0.07898821162210956,0.3949410581105478,0.15797642324421912,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_A,L-Glutamine,0.5925173952266869,0.00948027832362699,0.04740139161813495,0.01896055664725398,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_B,L-Glutamine,0.4630078892081185,0.00740812622732989,0.03704063113664947,0.01481625245465979,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_C,L-Glutamine,0.33539146263637915,0.00536626340218206,0.02683131701091033,0.01073252680436413,NA,Yes
Haptophyte,NA,NA,220104_Blk_MediaBlk_C,L-Isoleucine,0.14500001070361407,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_H,L-Isoleucine,0.03382939431070989,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_LInoSi,L-Isoleucine,0.1054301198130224,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_RAC5,L-Isoleucine,0.14740350351101533,NA,NA,NA,NA,NA
Haptophyte,Haptophyte,116,220104_Smp_116-1_A,L-Isoleucine,0.2374594003609605,NA,NA,NA,NA,No
Haptophyte,Haptophyte,116,220104_Smp_116-1_B,L-Isoleucine,0.4372171873950502,NA,NA,NA,NA,No
Haptophyte,Haptophyte,116,220104_Smp_116-1_C,L-Isoleucine,0.18321090919572605,NA,NA,NA,NA,No
Haptophyte,Haptophyte,371,220104_Smp_371_A,L-Isoleucine,0.3250082185837251,0.00173337716577986,0.0104002629946792,0.00173337716577986,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_B,L-Isoleucine,0.33957837413680175,0.00181108466206294,0.01086650797237765,0.00181108466206294,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_C,L-Isoleucine,0.2579543743046909,0.00206363499443752,0.01238180996662516,0.00206363499443752,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_A,L-Isoleucine,0.4587324819952043,0.00407762206217959,0.02446573237307756,0.00407762206217959,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_B,L-Isoleucine,0.6048286978082617,0.00483862958246609,0.02903177749479656,0.00483862958246609,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_C,L-Isoleucine,0.6980790546404921,0.00558463243712393,0.03350779462274363,0.00558463243712393,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_A,L-Isoleucine,1.586240301026197,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_B,L-Isoleucine,1.1125740320542794,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_C,L-Isoleucine,1.551735438454097,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_A,L-Isoleucine,1.7391060961361633,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_B,L-Isoleucine,1.7680174860825744,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_C,L-Isoleucine,1.7450241530687147,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_A,L-Isoleucine,1.6981550826161325,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_B,L-Isoleucine,1.8224019850329696,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_C,L-Isoleucine,1.7696469169380995,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_A,L-Isoleucine,0.3263926589310888,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P3,220104_Smp_P3_B,L-Isoleucine,0.2974575639162409,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P3,220104_Smp_P3_C,L-Isoleucine,0.33871426135106375,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_A,L-Isoleucine,0.19913148215946988,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_B,L-Isoleucine,0.11904531578387156,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_C,L-Isoleucine,0.1400818140811496,NA,NA,NA,NA,No
Cyano,NA,NA,211221_Blk_MediaBlk_1314P,L-Isoleucine,0.0534925802732422,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_A,L-Isoleucine,0.07278091235672265,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_As9601,L-Isoleucine,0.04296508724188113,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_C,L-Isoleucine,0.07968659158917825,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_Nat,L-Isoleucine,0.04686355393438053,NA,NA,NA,NA,NA
Cyano,Cyano,1314P,211221_Smp_1314P_A,L-Isoleucine,0.1483047419071469,0.00237287587051435,0.0142372552230861,0.00237287587051435,NA,No
Cyano,Cyano,1314P,211221_Smp_1314P_B,L-Isoleucine,0.1683393306577687,0.00269342929052429,0.01616057574314579,0.00269342929052429,NA,No
Cyano,Cyano,1314P,211221_Smp_1314P_C,L-Isoleucine,0.08832899848774474,0.00141326397580391,0.00847958385482349,0.00141326397580391,NA,No
Cyano,Cyano,7803,211221_Smp_7803_B,L-Isoleucine,5.0253441013227045,0.02512672050661352,0.15076032303968118,0.02512672050661352,NA,Yes
Cyano,Cyano,7803,211221_Smp_7803_F,L-Isoleucine,8.234497025834262,0.04117248512917131,0.24703491077502784,0.04117248512917131,NA,Yes
Cyano,Cyano,8102,211221_Smp_8102_A,L-Isoleucine,2.2554164324734676,0.01503610954982311,0.0902166572989387,0.01503610954982311,NA,Yes
Cyano,Cyano,8102,211221_Smp_8102_F,L-Isoleucine,2.4079976496194044,0.01605331766412936,0.0963199059847762,0.01605331766412936,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_B,L-Isoleucine,0.6010709667877194,0.00480856773430175,0.02885140640581053,0.00480856773430175,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_C,L-Isoleucine,1.1728242636003874,0.00625506273920206,0.0375303764352124,0.00625506273920206,NA,Yes
Cyano,Cyano,WH8501,211221_Smp_8501_D,L-Isoleucine,0.6586440329569221,0.00526915226365537,0.03161491358193227,0.00526915226365537,NA,Yes
Cyano,Cyano,As9601,211221_Smp_As9601_A,L-Isoleucine,0.1898391544754008,0.00303742647160641,0.01822455882963847,0.00303742647160641,NA,No
