Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,Blk.Av,smp.remove
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,L-Proline,5529050,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,L-Proline,17086530,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,L-Proline,22373572,NA,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,L-Proline,3130891,NA,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,L-Proline,3783795,NA,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,L-Proline,5492421,NA,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,L-Proline,7592198,NA,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,L-Proline,5138102,NA,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,L-Proline,2774620,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Proline,5466619,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Proline,2419609,NA,Flag,1681716.8666666667,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Proline,7156608,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Proline,5829974,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Proline,5730889,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,L-Proline,2489688,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Proline,10769677,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Proline,5880130,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Proline,5164676,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Proline,4741065,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Proline,2928158,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Proline,3236530,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Proline,2946177,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Proline,8462936,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Proline,2094787,NA,Flag,1681716.8666666667,NA
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Proline,10555113,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Proline,14632646,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Proline,36120264,NA,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,L-Proline,6056287,NA,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,L-Proline,3944093,NA,NA,NA,NA
220602_Smp_TN397_S14_U_C,S14,C,TN397,L-Proline,6562045,NA,NA,NA,NA
220602_Smp_TN397_S15_U_A,S15,A,TN397,L-Proline,4825061,NA,NA,NA,NA
220602_Smp_TN397_S15_U_B,S15,B,TN397,L-Proline,3699441,NA,NA,NA,NA
220602_Smp_TN397_S15_U_C,S15,C,TN397,L-Proline,2125180,NA,Flag,1681716.8666666667,NA
220602_Smp_TN397_S16_U_A,S16,A,TN397,L-Proline,2999212,NA,NA,NA,NA
220602_Smp_TN397_S16_U_B,S16,B,TN397,L-Proline,6602283,NA,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,L-Proline,1759391,NA,Flag,1681716.8666666667,NA
220602_Smp_TN397_S17_U_A,S17,A,TN397,L-Proline,4489239,NA,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,L-Proline,3186295,NA,NA,NA,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,L-Proline,3389785,NA,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,L-Proline,2274055,NA,Flag,1681716.8666666667,Smp_Remove
220602_Smp_TN397_S2_U_B,S2,B,TN397,L-Proline,2118447,NA,Flag,1681716.8666666667,Smp_Remove
220602_Smp_TN397_S2_U_C,S2,C,TN397,L-Proline,2745739,NA,NA,NA,NA
220602_Smp_TN397_S3_U_A,S3,A,TN397,L-Proline,3909120,NA,NA,NA,NA
220602_Smp_TN397_S3_U_B,S3,B,TN397,L-Proline,19097118,NA,NA,NA,NA
220602_Smp_TN397_S3_U_C,S3,C,TN397,L-Proline,15222077,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,L-Serine,2198156,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,L-Serine,3263648,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,L-Serine,3443471,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,L-Serine,554091,NA,Flag,585346,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,L-Serine,3739687,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,L-Serine,6712298,NA,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,L-Serine,996116,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S1_U_B,S1,B,TN397,L-Serine,846390,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S1_U_C,S1,C,TN397,L-Serine,1363291,NA,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,L-Serine,1602315,NA,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,L-Serine,367666,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S10_U_C,S10,C,TN397,L-Serine,584687,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Serine,614295,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Serine,613119,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Serine,706051,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Serine,993087,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Serine,1620729,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,L-Serine,125533,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Serine,1559766,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Serine,1041246,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Serine,1601756,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Serine,1008814,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Serine,661702,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Serine,442288,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Serine,423027,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Serine,2366893,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Serine,228825,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Serine,677924,NA,Flag,585346,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Serine,1100372,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Serine,6654863,NA,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,L-Serine,1362755,NA,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,L-Serine,560107,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S14_U_C,S14,C,TN397,L-Serine,605378,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S15_U_A,S15,A,TN397,L-Serine,621539,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S15_U_B,S15,B,TN397,L-Serine,603285,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S15_U_C,S15,C,TN397,L-Serine,560288,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S16_U_A,S16,A,TN397,L-Serine,784543,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S16_U_B,S16,B,TN397,L-Serine,2156529,NA,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,L-Serine,434919,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S17_U_A,S17,A,TN397,L-Serine,1232973,NA,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,L-Serine,717068,NA,Flag,585346,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,L-Serine,1613591,NA,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,L-Serine,256005,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S2_U_B,S2,B,TN397,L-Serine,372658,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S2_U_C,S2,C,TN397,L-Serine,732178,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S3_U_A,S3,A,TN397,L-Serine,583959,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S3_U_B,S3,B,TN397,L-Serine,959739,NA,Flag,585346,Smp_Remove
220602_Smp_TN397_S3_U_C,S3,C,TN397,L-Serine,459586,NA,Flag,585346,Smp_Remove
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,L-Threonine,4735714,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,L-Threonine,2432655,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,L-Threonine,2414469,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,L-Threonine,547060,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,L-Threonine,1908795,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,L-Threonine,2918378,NA,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,L-Threonine,643144,NA,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,L-Threonine,631427,NA,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,L-Threonine,1090469,NA,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,L-Threonine,1043979,NA,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,L-Threonine,401819,NA,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,L-Threonine,576619,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Threonine,599983,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Threonine,318267,NA,Flag,299427,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Threonine,661749,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Threonine,830843,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Threonine,866591,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,L-Threonine,166385,NA,Flag,299427,NA
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Threonine,1556774,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Threonine,689944,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Threonine,959794,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Threonine,899658,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Threonine,454684,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Threonine,304058,NA,Flag,299427,NA
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Threonine,441938,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Threonine,1225183,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Threonine,353399,NA,Flag,299427,NA
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Threonine,741042,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Threonine,1087914,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Threonine,2990990,NA,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,L-Threonine,967338,NA,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,L-Threonine,661394,NA,NA,NA,NA
220602_Smp_TN397_S14_U_C,S14,C,TN397,L-Threonine,725806,NA,NA,NA,NA
220602_Smp_TN397_S15_U_A,S15,A,TN397,L-Threonine,597198,NA,NA,NA,NA
220602_Smp_TN397_S15_U_B,S15,B,TN397,L-Threonine,515681,NA,NA,NA,NA
220602_Smp_TN397_S15_U_C,S15,C,TN397,L-Threonine,360409,NA,NA,NA,NA
220602_Smp_TN397_S16_U_A,S16,A,TN397,L-Threonine,677769,NA,NA,NA,NA
220602_Smp_TN397_S16_U_B,S16,B,TN397,L-Threonine,1195007,NA,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,L-Threonine,291277,NA,Flag,299427,NA
220602_Smp_TN397_S17_U_A,S17,A,TN397,L-Threonine,656176,NA,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,L-Threonine,276647,NA,Flag,299427,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,L-Threonine,800821,NA,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,L-Threonine,357001,NA,NA,NA,NA
220602_Smp_TN397_S2_U_B,S2,B,TN397,L-Threonine,493376,NA,NA,NA,NA
220602_Smp_TN397_S2_U_C,S2,C,TN397,L-Threonine,472483,NA,NA,NA,NA
220602_Smp_TN397_S3_U_A,S3,A,TN397,L-Threonine,499907,NA,NA,NA,NA
220602_Smp_TN397_S3_U_B,S3,B,TN397,L-Threonine,1059482,NA,NA,NA,NA
220602_Smp_TN397_S3_U_C,S3,C,TN397,L-Threonine,595260,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,L-Tyrosine,157266,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,L-Tyrosine,127534,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,L-Tyrosine,122231,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,L-Tyrosine,189100,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,L-Tyrosine,288882,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,L-Tyrosine,119382,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S1_U_A,S1,A,TN397,L-Tyrosine,54652,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S1_U_B,S1,B,TN397,L-Tyrosine,121624,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S1_U_C,S1,C,TN397,L-Tyrosine,15658,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S10_U_A,S10,A,TN397,L-Tyrosine,153402,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S10_U_B,S10,B,TN397,L-Tyrosine,84402,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S10_U_C,S10,C,TN397,L-Tyrosine,44485,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Tyrosine,33458,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Tyrosine,26235,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Tyrosine,331719,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Tyrosine,532290,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Tyrosine,123138,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,L-Tyrosine,805,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Tyrosine,1422285,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Tyrosine,302419,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Tyrosine,118585,NA,Flag,140115.6,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Tyrosine,148716,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Tyrosine,63798,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Tyrosine,175056,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Tyrosine,81049,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Tyrosine,585091,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Tyrosine,32906,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Tyrosine,368374,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Tyrosine,275202,NA,Flag,140115.6,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Tyrosine,4104055,NA,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,L-Tyrosine,139025,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S14_U_B,S14,B,TN397,L-Tyrosine,73070,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S14_U_C,S14,C,TN397,L-Tyrosine,178273,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S15_U_A,S15,A,TN397,L-Tyrosine,237108,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S15_U_B,S15,B,TN397,L-Tyrosine,185845,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S15_U_C,S15,C,TN397,L-Tyrosine,66062,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S16_U_A,S16,A,TN397,L-Tyrosine,76155,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S16_U_B,S16,B,TN397,L-Tyrosine,73405,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S16_U_C,S16,C,TN397,L-Tyrosine,104609,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S17_U_A,S17,A,TN397,L-Tyrosine,91250,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S17_U_B,S17,B,TN397,L-Tyrosine,50489,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S17_U_C,S17,C,TN397,L-Tyrosine,525436,NA,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,L-Tyrosine,0,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S2_U_B,S2,B,TN397,L-Tyrosine,56625,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S2_U_C,S2,C,TN397,L-Tyrosine,139696,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S3_U_A,S3,A,TN397,L-Tyrosine,83459,NA,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S3_U_B,S3,B,TN397,L-Tyrosine,16826,Flag,Flag,140115.6,Smp_Remove
220602_Smp_TN397_S3_U_C,S3,C,TN397,L-Tyrosine,74036,NA,Flag,140115.6,Smp_Remove
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,Proline betaine,6460640,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,Proline betaine,3236282,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,Proline betaine,2034588,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,Proline betaine,2053464,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,Proline betaine,2056258,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,Proline betaine,2399024,NA,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,Proline betaine,993341,NA,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,Proline betaine,1256664,NA,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,Proline betaine,2172930,NA,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,Proline betaine,2084163,NA,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,Proline betaine,1134308,NA,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,Proline betaine,1863421,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Proline betaine,863940,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Proline betaine,1308276,NA,NA,NA,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Proline betaine,1579334,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Proline betaine,1218385,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Proline betaine,1448034,NA,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,Proline betaine,778197,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Proline betaine,1761199,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Proline betaine,745238,NA,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Proline betaine,872567,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Proline betaine,1248119,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Proline betaine,1399666,NA,NA,NA,NA
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Proline betaine,1212019,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Proline betaine,519003,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Proline betaine,1054310,NA,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Proline betaine,930900,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Proline betaine,2148712,NA,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Proline betaine,19962,Flag,Flag,203937.73333333337,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Proline betaine,2388596,NA,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,Proline betaine,1015402,NA,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,Proline betaine,1853070,NA,NA,NA,NA
220602_Smp_TN397_S14_U_C,S14,C,TN397,Proline betaine,1670154,NA,NA,NA,NA
220602_Smp_TN397_S15_U_A,S15,A,TN397,Proline betaine,1490371,NA,NA,NA,NA
220602_Smp_TN397_S15_U_B,S15,B,TN397,Proline betaine,1120787,NA,NA,NA,NA
220602_Smp_TN397_S15_U_C,S15,C,TN397,Proline betaine,702017,NA,NA,NA,NA
220602_Smp_TN397_S16_U_A,S16,A,TN397,Proline betaine,1176784,NA,NA,NA,NA
220602_Smp_TN397_S16_U_B,S16,B,TN397,Proline betaine,1073501,NA,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,Proline betaine,516799,NA,NA,NA,NA
220602_Smp_TN397_S17_U_A,S17,A,TN397,Proline betaine,985701,NA,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,Proline betaine,915836,NA,NA,NA,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,Proline betaine,857950,NA,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,Proline betaine,1596190,NA,NA,NA,NA
220602_Smp_TN397_S2_U_B,S2,B,TN397,Proline betaine,1023925,NA,NA,NA,NA
220602_Smp_TN397_S2_U_C,S2,C,TN397,Proline betaine,858041,NA,NA,NA,NA
220602_Smp_TN397_S3_U_A,S3,A,TN397,Proline betaine,1335942,NA,NA,NA,NA
220602_Smp_TN397_S3_U_B,S3,B,TN397,Proline betaine,6134061,NA,NA,NA,NA
220602_Smp_TN397_S3_U_C,S3,C,TN397,Proline betaine,3945012,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,Sarcosine,1280397,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,Sarcosine,1206378,NA,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,Sarcosine,886815,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,Sarcosine,1084099,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,Sarcosine,1104009,NA,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,Sarcosine,1782391,NA,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,Sarcosine,146550,NA,Flag,147010.26666666666,Smp_Remove
220602_Smp_TN397_S1_U_B,S1,B,TN397,Sarcosine,207227,NA,Flag,147010.26666666666,Smp_Remove
220602_Smp_TN397_S1_U_C,S1,C,TN397,Sarcosine,149047,NA,Flag,147010.26666666666,Smp_Remove
220602_Smp_TN397_S10_U_A,S10,A,TN397,Sarcosine,701300,NA,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,Sarcosine,646677,NA,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,Sarcosine,410405,NA,NA,NA,NA
